"guide","point_est","gene_name","lower_ci","upper_ci","p_onetail","p_twotail","fdr"
"Actr8_1",0.706786686167867,"Actr8",0.56616634390529,0.877066154310383,0,0,0
"Actr8_2",0.826172767104889,"Actr8",0.659843770218387,0.992697628301169,0.1,0.2,0.354337899543379
"Actr8_3",0.67420896841206,"Actr8",0.591544073926417,0.818714826989039,0,0,0
"Aebp2_1",1.00362786526375,"Aebp2",0.853051644794248,1.17452890802133,0.5,1,1
"Aebp2_2",0.971741775922971,"Aebp2",0.851487929223989,1.13384718372394,0.3,0.6,0.729780564263323
"Aebp2_3",0.951089366003885,"Aebp2",0.762651715762022,1.30233534980428,0.2,0.4,0.583458646616541
"Alkbh3_1",1.16626245530223,"Alkbh3",1.0457299666529,1.30783411394914,0,0,0
"Alkbh3_2",0.947928973712227,"Alkbh3",0.780804086497266,1.07264579004882,0.1,0.2,0.354337899543379
"Alkbh3_3",1.03553549377762,"Alkbh3",0.935907490068065,1.13808022509814,0.4,0.8,0.864623955431755
"Arid1a_1",1.39713061408471,"Arid1a",1.15847053390463,1.87350985412921,0,0,0
"Arid1a_3",1.19237471686105,"Arid1a",0.956325477718721,1.46253369990059,0.1,0.2,0.354337899543379
"Arid2_1",0.961520973867963,"Arid2",0.805824783622336,1.13928593696821,0.3,0.6,0.729780564263323
"Arid2_2",0.783636866268919,"Arid2",0.671822369178029,0.891268808986909,0,0,0
"Arid2_3",0.813260154461096,"Arid2",0.687661789863633,1.04454677703756,0.1,0.2,0.354337899543379
"Arid4a_1",1.09679463497101,"Arid4a",0.973475152847625,1.20735859236031,0.1,0.2,0.354337899543379
"Arid4a_2",1.73835397701111,"Arid4a",1.3001758540849,2.13858333552049,0,0,0
"Arid4a_3",1.8298642132121,"Arid4a",1.62191682154055,2.06513862290578,0,0,0
"Arid4b_1",0.772635762181526,"Arid4b",0.636065591561942,0.875214059585767,0,0,0
"Arid4b_2",0.915439716742823,"Arid4b",0.748515306127227,1.11026153538349,0.3,0.6,0.729780564263323
"Arid4b_3",0.832769338759065,"Arid4b",0.771046621790449,0.889390919612148,0,0,0
"Ash1l_1",1.00015527458597,"Ash1l",0.859485529225222,1.34715542093946,0.3,0.6,0.729780564263323
"Ash1l_2",1.08111039381333,"Ash1l",0.856478388216297,1.24647289116323,0.3,0.6,0.729780564263323
"Ash1l_3",0.987376938043053,"Ash1l",0.938485049703827,1.04303833433065,0.3,0.6,0.729780564263323
"Ash2l_1",1.17632185301492,"Ash2l",1.0379137610749,1.30648971099457,0,0,0
"Ash2l_2",1.80005969008212,"Ash2l",1.47809285136271,1.97838349570935,0,0,0
"Ash2l_3",1.04371943575331,"Ash2l",0.936811541032943,1.22545794350599,0.4,0.8,0.864623955431755
"Asxl1_1",0.773839469431799,"Asxl1",0.586108317713619,0.97196869050761,0,0,0
"Asxl1_2",0.966391417890925,"Asxl1",0.818366258641477,1.12587537474095,0.4,0.8,0.864623955431755
"Asxl1_3",1.25798658730774,"Asxl1",1.11479593322275,1.39314592693956,0,0,0
"Asxl2_1",1.9760156723777,"Asxl2",1.5640999071205,2.40032838162677,0,0,0
"Asxl2_2",1.86962848578148,"Asxl2",1.51229916286602,2.34994529049661,0,0,0
"Asxl2_3",2.0852439625111,"Asxl2",1.84998275988211,2.40064808527942,0,0,0
"Atf2_1",0.996401896452962,"Atf2",0.730982162135468,1.30129717160971,0.5,1,1
"Atf2_2",0.983823229922458,"Atf2",0.90286713594594,1.05888463843848,0.4,0.8,0.864623955431755
"Atf2_3",0.985535252104149,"Atf2",0.840818830396752,1.12756972657531,0.4,0.8,0.864623955431755
"Atf7ip_1",1.06369431554812,"Atf7ip",0.986695159034016,1.23072080235762,0.2,0.4,0.583458646616541
"Atf7ip_2",0.913808511854658,"Atf7ip",0.718993989365039,1.0867123220398,0.2,0.4,0.583458646616541
"Atf7ip_3",1.17197999826275,"Atf7ip",1.01007088906782,1.42560921095876,0.1,0.2,0.354337899543379
"Atrx_1",1.26874252185,"Atrx",1.08706347191377,1.46929602051094,0,0,0
"Atrx_2",0.974261727458247,"Atrx",0.856763538292094,1.10546052772745,0.4,0.8,0.864623955431755
"Atrx_3",0.801408950123282,"Atrx",0.630307579501474,1.05766772828174,0.1,0.2,0.354337899543379
"Bag6_1",1.31450973616262,"Bag6",1.05695409945226,1.44776688195123,0,0,0
"Bag6_2",1.2565264702144,"Bag6",1.09819350815329,1.61710141989491,0,0,0
"Bag6_3",1.16314493117478,"Bag6",0.977414405042402,1.48164315429732,0.1,0.2,0.354337899543379
"Bap1_1",0.702494103632433,"Bap1",0.599218444362042,0.779273631140736,0,0,0
"Bap1_2",0.815856633756121,"Bap1",0.701137120456484,0.957207017480717,0,0,0
"Bap1_3",0.852339531189613,"Bap1",0.657382627094179,1.14645215458756,0.1,0.2,0.354337899543379
"Baz1a_1",0.979941341567245,"Baz1a",0.920653455609038,1.10229338399656,0.2,0.4,0.583458646616541
"Baz1a_2",0.989689579145703,"Baz1a",0.911195227214651,1.10549358543068,0.4,0.8,0.864623955431755
"Baz1a_3",1.00900676314747,"Baz1a",0.733376170622401,1.20521653458439,0.4,0.8,0.864623955431755
"Baz1b_1",1.18872064114531,"Baz1b",1.00785894363462,1.33142187776112,0,0,0
"Baz1b_2",1.01804867139099,"Baz1b",0.93584230154404,1.10085728921399,0.4,0.8,0.864623955431755
"Baz1b_3",1.03622887765493,"Baz1b",0.926206470752522,1.13919619933202,0.2,0.4,0.583458646616541
"Baz2a_1",0.912124438806457,"Baz2a",0.78442188337284,1.06284569597461,0.1,0.2,0.354337899543379
